poi_id,y,x,category,y_id,x_id,2D_id,count
10127,35.68836115,139.79586338,home/departure/8,12,30,414,1
10128,35.67006871,139.68619558,home/departure/8,6,1,193,2
10129,35.66136174,139.78045389,home/departure/8,3,26,122,2
10130,35.69493905,139.75310504,home/departure/8,14,19,467,2
10131,35.67279707,139.79331869,home/departure/8,7,30,254,2
10132,35.70198069,139.72005911,home/departure/8,16,10,522,2
10133,35.69005705,139.68472615,travel/Train Station/2,12,1,385,4
10134,35.65701915,139.69789872,home/departure/8,2,4,68,2
10135,35.68409949,139.69856634,home/departure/8,10,4,324,2
10136,35.70732532,139.72393241,home/departure/8,18,11,587,2
10137,35.65791048,139.70050836,arts_entertainment/Performing Arts Venue/,2,5,69,1
10138,35.67495568,139.76194599,shops/Electronics Store/1,7,21,245,1
10139,35.65791363,139.70283699,food/Caf?/3,2,6,70,2
10140,35.74223401,139.7021012,home/departure/8,29,5,933,2
10141,35.69972907,139.77078647,food/Caf?/3,15,24,504,1
10142,35.69411656,139.77223042,home/departure/8,14,24,472,2
10143,35.66958762,139.72775157,home/departure/8,6,12,204,2
10144,35.68921773,139.7461836,home/departure/8,12,17,401,2
10145,35.73293665,139.7944654,home/departure/8,26,30,862,2
10146,35.66727382,139.7063235,home/departure/8,5,7,167,2
10147,35.68064214,139.75484218,home/departure/8,9,19,307,2
10148,35.68716216,139.78250295,home/departure/8,11,27,379,2
10149,35.73687944,139.71781118,home/departure/8,27,10,874,2
10150,35.69011398,139.7663444,home/departure/8,12,23,407,2
10151,35.69547821,139.72829287,home/departure/8,14,12,460,1
10152,35.686098,139.728409,food/Japanese Restaurant/3,11,12,364,2
10153,35.67638093,139.77076031,home/departure/8,8,24,280,2
10154,35.69025202,139.70201299,nightlife/Bar/3,12,5,389,9
10155,35.69926412,139.78775729,shops/Electronics Store/1,15,28,508,2
10156,35.69597922,139.7696071,home/departure/8,14,23,471,2
10157,35.71546804,139.74731424,home/departure/8,20,17,657,2
10158,35.66765162,139.75763355,nightlife/Brewery/4,5,20,180,1
10159,35.67879105,139.78000881,home/departure/8,9,26,314,2
10160,35.72839217,139.72236058,home/departure/8,25,11,811,2
10161,35.71447057,139.7297877,home/departure/8,20,13,653,2
10162,35.72872548,139.68671942,home/departure/8,25,1,801,2
10163,35.69129635,139.69201239,food/Japanese Restaurant/3,13,3,419,1
10164,35.65722583,139.75845155,home/departure/8,2,20,84,2
10165,35.66524677,139.76837881,home/departure/8,4,23,151,2
10166,35.71255246,139.70383286,food/Japanese Restaurant/3,20,6,646,1
10167,35.69841205,139.77005124,food/Restaurant/3,15,24,504,15
10168,35.68482349,139.75169381,home/departure/8,11,19,371,2
10169,35.68457805,139.72878516,home/departure/8,11,13,365,2
10170,35.65365659,139.75343812,home/departure/8,1,19,51,2
10171,35.73067151,139.73026603,arts_entertainment/General Entertainment/4,25,13,813,1
10172,35.6911528,139.70532954,food/Chinese Restaurant/3,13,6,422,7
10173,35.71730748,139.69106621,home/departure/8,21,2,674,2
10174,35.68782737,139.7893846,building/Pool/,12,29,413,4
10175,35.66344986,139.71775368,home/departure/8,4,10,138,2
10176,35.71034215,139.71779093,home/departure/8,19,10,618,2
10177,35.66080971,139.72190406,home/departure/8,3,11,107,2
10178,35.73636367,139.71140434,shops/Convenience Store/1,27,8,872,1
10179,35.690433,139.70412573,food/Japanese Restaurant/3,12,6,390,1
10180,35.71013438,139.77565438,food/Seafood Restaurant/3,19,25,633,4
10181,35.66593688,139.78220969,food/Spanish Restaurant/3,5,27,187,1
10182,35.65988551,139.69294645,home/departure/8,3,3,99,2
10183,35.67847744,139.68225052,home/departure/8,9,0,288,2
10184,35.68975315,139.69905853,food/Indian Restaurant/3,12,5,389,2
10185,35.68777809,139.73146879,home/departure/8,12,13,397,2
10186,35.664238,139.702086,parks_outdoors/Park/4,4,5,133,1
10187,35.67867928,139.70605334,building/Office/7,9,6,294,1
10188,35.682683,139.775118,food/Ramen or Noodle House/3,10,25,345,4
10189,35.71290563,139.70419831,shops/Internet Cafe/,20,6,646,1
10190,35.67056404,139.7394357,home/departure/8,6,15,207,2
10191,35.72904983,139.76042592,home/departure/8,25,21,821,1
10192,35.68504679,139.70647319,home/departure/8,11,7,359,2
10193,35.692583,139.703805,arts_entertainment/Movie Theater/4,13,6,422,4
10194,35.65305574,139.76431876,home/departure/8,0,22,22,2
10195,35.65097192,139.74516154,home/departure/8,0,17,17,2
10196,35.70264096,139.77247059,nightlife/Bar/3,16,24,536,1
10197,35.71386854,139.77689721,shops/Mall/1,20,25,665,1
10198,35.67316465,139.76677358,shops/Jewelry Store/,7,23,247,3
10199,35.68204456,139.73050358,home/departure/8,10,13,333,1
10200,35.73036456,139.79305403,home/departure/8,25,30,830,2
10201,35.65601775,139.73505327,shops/Mall/1,1,14,46,1
10202,35.7187262,139.74579093,parks_outdoors/Park/4,21,17,689,1
10203,35.70413281,139.790374,Travel & Transport/Bed & Breakfast/,17,29,573,2
10204,35.66122047,139.73553677,home/departure/8,3,14,110,1
10205,35.66773222,139.79292526,home/departure/8,5,30,190,1
10206,35.65912906,139.72290337,food/Korean Restaurant/3,2,11,75,1
10207,35.67058888,139.68092048,home/departure/8,6,0,192,2
10208,35.70503048,139.70806533,building/Gym or Fitness Center/4,17,7,551,1
10209,35.74396156,139.72787429,travel/Bus Station/2,30,12,972,2
10210,35.70987355,139.74874341,home/departure/8,19,18,626,2
10211,35.66189115,139.7772128,home/departure/8,3,25,121,1
10212,35.665066,139.712753,travel/Train Station/2,4,8,136,1
10213,35.669172,139.700994,parks_outdoors/Garden Centers/,6,5,197,1
10214,35.68834804,139.69768524,food/Ramen or Noodle House/3,12,4,388,2
10215,35.6707068,139.68186557,food/Seafood Restaurant/3,6,0,192,2
10216,35.703804,139.77089828,parks_outdoors/Park/4,17,24,568,2
10217,35.66983862,139.77801781,home/departure/8,6,26,218,2
10218,35.728527,139.764531,food/Japanese Restaurant/3,25,22,822,2
10219,35.67433644,139.76294928,food/Caf?/3,7,22,246,1
10220,35.679977,139.76889,travel/Train Station/2,9,23,311,3
10221,35.69063216,139.76813883,food/Ramen or Noodle House/3,13,23,439,1
10222,35.69330178,139.69825387,food/Deli or Bodega/5,13,4,420,3
10223,35.68123929,139.76740122,food/Hot Dog Joint/,9,23,311,1
10224,35.677901,139.766536,travel/Hotel/4,8,23,279,1
10225,35.66387106,139.71180975,food/Ramen or Noodle House/3,4,8,136,1
10226,35.69128218,139.71316983,travel/Bus Station/2,13,8,424,1
10227,35.67438456,139.77606843,shops/Food & Drink Shops/5,7,25,249,1
10228,35.7307164,139.77608102,home/departure/8,25,25,825,2
10229,35.66543756,139.79602315,home/departure/8,4,30,158,2
10230,35.6983772,139.77516353,nightlife/Sake Bar/3,15,25,505,11
10231,35.68707895,139.69689343,arts_entertainment/Music Venue/4,11,4,356,1
10232,35.69230975,139.69748676,food/Japanese Restaurant/3,13,4,420,1
10233,35.68987849,139.68778183,home/departure/8,12,2,386,2
10234,35.69216031,139.70591158,arts_entertainment/General Entertainment/4,13,6,422,1
10235,35.665253,139.712328,shops/Smoke Shop/1,4,8,136,2
10236,35.66340689,139.74584699,food/Japanese Restaurant/3,4,17,145,1
10237,35.67854844,139.75186246,home/arrival/8,9,19,307,1
10238,35.67605084,139.77032603,home/arrival/8,8,24,280,1
10239,35.6743001,139.72919025,home/departure/8,7,13,237,2
10240,35.69369933,139.70450342,nightlife/Bar/3,13,6,422,1
10241,35.660834,139.697845,nightlife/Pub/3,3,4,100,1
10242,35.69780667,139.79618273,home/departure/8,15,30,510,1
10243,35.70995635,139.77457066,shops/Miscellaneous Shop/1,19,25,633,2
10244,35.67658529,139.76682594,home/departure/8,8,23,279,2
10245,35.66030369,139.69842553,food/Burger Joint/3,3,4,100,1
10246,35.67740602,139.7782057,home/departure/8,8,26,282,2
10247,35.68905909,139.74249099,home/departure/8,12,16,400,2
10248,35.68172784,139.74391026,home/arrival/8,10,17,337,1
10249,35.67355692,139.76829543,food/Caf?/3,7,23,247,1
10250,35.68556645,139.78716314,home/departure/8,11,28,380,1
10251,35.67132795,139.68093037,home/departure/8,6,0,192,2
10252,35.71048284,139.77524132,food/Chinese Restaurant/3,19,25,633,1
10253,35.70109775,139.7072795,food/Korean Restaurant/3,16,7,519,1
10254,35.73125007,139.72848788,Shop & Service/Mall/1,26,12,844,2
10255,35.663272,139.704346,education/College Arts Building/,4,6,134,2
10256,35.660266,139.699057,food/Caf?/3,3,5,101,1
10257,35.65855936,139.74547867,parks_outdoors/Scenic Lookout/4,2,17,81,2
10258,35.71873265,139.71455985,home/departure/8,21,9,681,2
10259,35.67306224,139.76148963,food/Ramen or Noodle House/3,7,21,245,1
10260,35.69515554,139.79568243,arts_entertainment/Rock Club/4,14,30,478,2
10261,35.67662042,139.74656435,home/departure/8,8,17,273,1
10262,35.73897545,139.77782428,shops/Convenience Store/1,28,26,922,1
10263,35.69785225,139.77192879,shops/Electronics Store/1,15,24,504,2
10264,35.68987868,139.77212856,home/arrival/8,12,24,408,1
10265,35.66917148,139.7626997,shops/Jewelry Store/,6,22,214,2
10266,35.65425591,139.73548233,home/departure/8,1,14,46,2
10267,35.66959208,139.69692479,home/arrival/8,6,4,196,1
10268,35.68331513,139.71094341,home/departure/8,10,8,328,2
10269,35.71113042,139.79442911,food/Burger Joint/3,19,30,638,1
10270,35.73545934,139.74671736,food/Fried Chicken Joint/,27,17,881,1
10271,35.65987554,139.70842363,home/departure/8,3,7,103,2
10272,35.68116823,139.78089648,parks_outdoors/Bridge/2,9,26,314,2
10273,35.68574469,139.77372587,arts_entertainment/Theater/4,11,24,376,1
10274,35.7082545,139.7522634,building/City Hall/7,18,19,595,5
10275,35.67118546,139.76079513,food/Indian Restaurant/3,6,21,213,1
10276,35.67887319,139.76228893,food/Caf?/3,9,21,309,3
10277,35.68126545,139.73986825,home/departure/8,10,15,335,2
10278,35.66580831,139.78728712,building/Apartment Building / Condo Complex/,5,28,188,4
10279,35.6958071,139.767432,food/Chinese Restaurant/3,14,23,471,1
10280,35.67047391,139.7430585,home/departure/8,6,16,208,2
10281,35.70179476,139.7461313,food/Burger Joint/3,16,17,529,1
10282,35.69196157,139.73569687,shops/Pet Store/,13,14,430,1
10283,35.69374399,139.70152617,nightlife/Other Nightlife/4,13,5,421,1
10284,35.68145082,139.686081,arts_entertainment/Rock Club/4,10,1,321,16
10285,35.72907556,139.75699744,home/departure/8,25,20,820,2
10286,35.65614282,139.68019825,home/departure/8,1,0,32,2
10287,35.70834,139.770611,food/Ramen or Noodle House/3,18,24,600,1
10288,35.73208572,139.68448303,home/departure/8,26,1,833,2
10289,35.68517911,139.74235927,home/departure/8,11,16,368,2
10290,35.6998947,139.77045759,food/Restaurant/3,15,24,504,3
10291,35.74275792,139.78839791,home/departure/8,29,28,956,2
10292,35.68665968,139.70035672,food/Korean Restaurant/3,11,5,357,1
10293,35.69734052,139.68790444,building/Event Space/4,15,2,482,3
10294,35.67534475,139.75074352,home/arrival/8,8,18,274,1
10295,35.67992654,139.76833037,food/Ramen or Noodle House/3,9,23,311,1
10296,35.69570979,139.70392757,home/departure/8,14,6,454,2
10297,35.67498208,139.76212069,food/Ramen or Noodle House/3,7,21,245,1
10298,35.6913042,139.69272852,food/Italian Restaurant/3,13,3,419,1
10299,35.688104,139.693455,building/Building/7,12,3,387,1
10300,35.67632,139.785933,food/Fast Food Restaurant/3,8,28,284,1
10301,35.676927,139.785541,shops/Convenience Store/1,8,28,284,1
10302,35.68504573,139.77370696,Food/Japanese Restaurant/3,11,24,376,1
10303,35.68860555,139.72072536,home/departure/8,12,10,394,2
10304,35.67904049,139.79547928,home/departure/8,9,30,318,2
10305,35.68912672,139.78902117,home/departure/8,12,29,413,2
10306,35.73823713,139.73319234,food/Japanese Restaurant/3,28,14,910,1
10307,35.65480788,139.71781426,home/arrival/8,1,10,42,1
10308,35.67089687,139.70307721,home/departure/8,6,6,198,2
10309,35.67320387,139.76459026,food/Korean Restaurant/3,7,22,246,2
10310,35.70180102,139.78551465,home/departure/8,16,28,540,2
10311,35.6974859,139.761489,arts_entertainment/History Museum/4,15,21,501,1
10312,35.699398,139.702931,food/Caf?/3,15,6,486,1
10313,35.68620624,139.75451105,home/departure/8,11,19,371,2
10314,35.67963026,139.70816965,home/departure/8,9,7,295,2
10315,35.69038718,139.74256552,home/arrival/8,12,16,400,1
10316,35.70482652,139.78470628,food/Restaurant/3,17,27,571,1
10317,35.67206862,139.70327531,home/departure/8,7,6,230,2
10318,35.66878961,139.79149887,home/departure/8,6,29,221,2
10319,35.71939583,139.7752975,arts_entertainment/Museum/4,22,25,729,1
10320,35.67031242,139.73944986,home/departure/8,6,15,207,2
10321,35.67009669,139.75966036,nightlife/Bar/3,6,21,213,2
10322,35.68534348,139.76922846,home/arrival/8,11,23,375,1
10323,35.69895783,139.75978973,education/College Library/6,15,21,501,2
10324,35.67008092,139.68528727,food/French Restaurant/3,6,1,193,2
10325,35.6709152,139.73727349,parks_outdoors/Park/4,6,15,207,1
10326,35.68205634,139.72405715,home/departure/8,10,11,331,2
10327,35.70523018,139.71774762,home/departure/8,17,10,554,2
10328,35.658377,139.696673,food/Japanese Restaurant/3,2,4,68,1
10329,35.65954699,139.71155477,home/departure/8,3,8,104,2
10330,35.65675843,139.70170362,home/departure/8,2,5,69,2
10331,35.68357953,139.69696846,home/departure/8,10,4,324,2
10332,35.66013285,139.71145914,home/departure/8,3,8,104,1
10333,35.7129452,139.72533516,food/French Restaurant/3,20,12,652,2
10334,35.72963074,139.71601009,food/Steakhouse/3,25,9,809,1
10335,35.69517852,139.75831733,Food/Caf?/3,14,20,468,1
10336,35.71096468,139.77117138,parks_outdoors/Lake/4,19,24,632,1
10337,35.726919,139.764802,food/Coffee Shop/3,24,22,790,1
10338,35.71927588,139.79655534,home/departure/8,22,31,735,2
10339,35.69037766,139.78211428,home/departure/8,12,27,411,1
10340,35.72784694,139.75661795,home/departure/8,24,20,788,2
10341,35.72341021,139.73365868,home/departure/8,23,14,750,2
10342,35.70523646,139.74248987,home/departure/8,17,16,560,2
10343,35.69283997,139.70291287,nightlife/Bar/3,13,6,422,1
10344,35.66304581,139.71926065,home/departure/8,4,10,138,2
10345,35.65218616,139.75613818,home/departure/8,0,20,20,2
10346,35.71740154,139.789301,building/Event Space/4,21,29,701,2
10347,35.6905847,139.6954032,education/General College & University/6,12,4,388,1
10348,35.74889071,139.74626088,home/departure/8,31,17,1009,1
10349,35.69473835,139.71214282,home/departure/8,14,8,456,2
10350,35.67284653,139.7671786,shops/Jewelry Store/,7,23,247,1
10351,35.68251289,139.79999935,home/departure/8,10,31,351,2
10352,35.70128054,139.7246736,home/departure/8,16,11,523,2
10353,35.69664412,139.77522468,shops/Hobby Shop/1,14,25,473,1
10354,35.72628809,139.75168103,home/departure/8,24,19,787,2
10355,35.65192814,139.78733982,home/departure/8,0,28,28,2
10356,35.73247953,139.74606314,home/departure/8,26,17,849,2
10357,35.70485522,139.73214441,home/departure/8,17,13,557,2
10358,35.71571932,139.68653958,home/departure/8,21,1,673,2
10359,35.73048257,139.71128963,shops/Candy Store/5,25,8,808,2
10360,35.69364814,139.76372391,food/Indian Restaurant/3,13,22,438,1
10361,35.69063952,139.70362902,shops/Boutique/1,13,6,422,2
10362,35.68212819,139.68734264,travel/Train Station/2,10,1,321,3
10363,35.68289072,139.68728364,food/Coffee Shop/3,10,1,321,1
10364,35.68177743,139.7164941,home/departure/8,10,9,329,2
10365,35.69444179,139.73156525,home/departure/8,14,13,461,1
10366,35.66751561,139.73959857,building/Conference Room/,5,15,175,3
10367,35.66646565,139.78626906,home/departure/8,5,28,188,2
10368,35.6614668,139.72859585,home/departure/8,3,12,108,1
10369,35.69908973,139.78083657,building/Event Space/4,15,26,506,9
10370,35.71755573,139.78162874,home/departure/8,21,27,699,2
10371,35.66245241,139.70002681,food/Japanese Restaurant/3,3,5,101,1
10372,35.70428965,139.74174177,home/departure/8,17,16,560,2
10373,35.69802215,139.76825148,building/Meeting Room/7,15,23,503,2
10374,35.73476423,139.68532996,home/departure/8,27,1,865,2
10375,35.72464794,139.71911773,home/departure/8,23,10,746,2
10376,35.70174129,139.74232293,Food/BBQ Joint/3,16,16,528,3
10377,35.73884675,139.70088631,home/departure/8,28,5,901,2
10378,35.70270103,139.73370863,home/departure/8,16,14,526,2
10379,35.669762,139.764958,food/Japanese Restaurant/3,6,22,214,3
10380,35.6792414,139.7437168,home/departure/8,9,16,304,2
10381,35.68036225,139.7684402,food/Caf?/3,9,23,311,1
10382,35.68319323,139.75770225,home/departure/8,10,20,340,2
10383,35.74822511,139.71383846,home/departure/8,31,9,1001,1
10384,35.660774,139.69765,nightlife/Bar/3,3,4,100,1
10385,35.6531351,139.74864423,home/departure/8,1,18,50,1
10386,35.66442934,139.78563357,home/departure/8,4,28,156,2
10387,35.66213424,139.68431711,education/College Football Field/,3,1,97,2
10388,35.73910433,139.73417277,home/departure/8,28,14,910,2
10389,35.70369024,139.68042507,home/departure/8,17,0,544,2
10390,35.72971751,139.79184719,shops/Convenience Store/1,25,29,829,1
10391,35.7215131,139.76346374,food/French Restaurant/3,22,22,726,1
10392,35.66538369,139.70812022,home/departure/8,4,7,135,2
10393,35.729039,139.712824,food/Food/5,25,8,808,2
10394,35.72117193,139.71794072,home/departure/8,22,10,714,2
10395,35.65826496,139.69963789,nightlife/Pub/3,2,5,69,1
10396,35.72569044,139.72289373,home/departure/8,24,11,779,2
10397,35.6840541,139.77446616,parks_outdoors/Bridge/2,10,25,345,3
10398,35.68132058,139.6803028,home/departure/8,10,0,320,1
10399,35.70510427,139.75559271,home/departure/8,17,20,564,2
10400,35.7093086,139.69031445,home/departure/8,18,2,578,2
10401,35.69215596,139.7011587,parks_outdoors/Plaza/4,13,5,421,2
10402,35.6946781,139.70649217,nightlife/Cocktail Bar/3,14,7,455,2
10403,35.6694178,139.69683304,home/departure/8,6,4,196,2
10404,35.74452894,139.72407999,home/departure/8,30,11,971,2
10405,35.69023003,139.75096311,home/departure/8,12,18,402,2
10406,35.67373446,139.79574891,home/departure/8,7,30,254,2
10407,35.659056,139.70055828,Arts & Entertainment/Historic Site/4,2,5,69,1
10408,35.66968264,139.77165012,food/Japanese Restaurant/3,6,24,216,1
10409,35.74426702,139.7422244,home/departure/8,30,16,976,1
10410,35.71048593,139.71396751,home/departure/8,19,9,617,1
10411,35.69123885,139.70639169,nightlife/Pub/3,13,7,423,6
10412,35.68840572,139.689262,food/Chinese Restaurant/3,12,2,386,1
10413,35.69736488,139.7951868,home/departure/8,15,30,510,1
10414,35.71209526,139.77257069,home/departure/8,19,24,632,1
10415,35.71147789,139.79652669,home/departure/8,19,31,639,1
10416,35.68898415,139.69911486,food/Japanese Restaurant/3,12,5,389,2
10417,35.69184262,139.75077007,home/departure/8,13,18,434,1
10418,35.70615906,139.7301676,home/departure/8,17,13,557,1
10419,35.660797,139.698992,nightlife/Bar/3,3,5,101,2
10420,35.71347906,139.77483803,home/departure/8,20,25,665,1
10421,35.71320516,139.7934857,arts_entertainment/Gaming Cafe/3,20,30,670,1
10422,35.67914379,139.705501,home/departure/8,9,6,294,2
10423,35.65454801,139.76309007,home/departure/8,1,22,54,2
10424,35.66398219,139.73053157,nightlife/Nightclub/3,4,13,141,2
10425,35.66388849,139.73255664,nightlife/Nightclub/3,4,14,142,1
10426,35.6878217,139.7120293,food/Italian Restaurant/3,12,8,392,1
10427,35.70266362,139.76966474,food/Asian Restaurant/3,16,23,535,1
10428,35.72904276,139.7888614,home/departure/8,25,29,829,2
10429,35.71106312,139.75949655,home/departure/8,19,21,629,1
10430,35.66038852,139.7031262,food/Japanese Restaurant/3,3,6,102,1
10431,35.74690878,139.76441165,home/departure/8,31,22,1014,2
10432,35.66983748,139.74165929,food/Coffee Shop/3,6,16,208,2
10433,35.66709942,139.740824,food/Soup Place/3,5,16,176,1
10434,35.66715063,139.74005342,food/French Restaurant/3,5,16,176,1
10435,35.73691352,139.78179666,home/departure/8,27,27,891,1
10436,35.66042673,139.68951472,home/departure/8,3,2,98,2
10437,35.68044063,139.75565019,home/departure/8,9,20,308,1
10438,35.65644946,139.7469548,home/departure/8,2,17,81,2
10439,35.69373897,139.72816553,home/departure/8,13,12,428,2
10440,35.70056543,139.79191558,home/arrival/8,16,29,541,1
10441,35.6598534,139.70249791,arts_entertainment/Movie Theater/4,3,5,101,1
10442,35.700819,139.7695023,shops/Hobby Shop/1,16,23,535,1
10443,35.66810891,139.74337511,home/departure/8,5,16,176,2
10444,35.68994486,139.6917522,travel/General Travel/4,12,3,387,1
10445,35.70201176,139.75520468,home/departure/8,16,20,532,2
10446,35.65073563,139.68812999,home/departure/8,0,2,2,2
10447,35.6573965,139.69691277,arts_entertainment/Music Venue/4,2,4,68,1
10448,35.66550032,139.70371461,food/Coffee Shop/3,4,6,134,2
10449,35.6955888,139.7573171,food/Indian Restaurant/3,14,20,468,1
10450,35.7084923,139.75006524,home/departure/8,18,18,594,2
10451,35.72905465,139.70959901,arts_entertainment/Movie Theater/4,25,7,807,9
10452,35.732467,139.710377,food/Ramen or Noodle House/3,26,8,840,2
10453,35.69775205,139.77241695,shops/Toy or Game Store/1,15,24,504,6
10454,35.7290459,139.72018741,arts_entertainment/Art Gallery/4,25,10,810,1
10455,35.70625551,139.73695188,home/departure/8,18,15,591,2
10456,35.69831185,139.77151036,food/Caf?/3,15,24,504,6
10457,35.66079032,139.76088218,home/departure/8,3,21,117,2
10458,35.71892567,139.69086238,home/departure/8,22,2,706,2
10459,35.68123929,139.76907492,food/Coffee Shop/3,9,23,311,1
10460,35.66161965,139.78944967,home/arrival/8,3,29,125,1
10461,35.66888399,139.72026254,home/departure/8,6,10,202,1
10462,35.70343466,139.78846384,home/departure/8,17,28,572,2
10463,35.73065397,139.76604201,home/departure/8,25,22,822,2
10464,35.70443894,139.74188216,home/departure/8,17,16,560,2
10465,35.65716612,139.70181477,shops/Sporting Goods Shop/1,2,5,69,1
10466,35.66472746,139.71170515,food/Coffee Shop/3,4,8,136,3
10467,35.69005508,139.7164475,home/departure/8,12,9,393,2
10468,35.74986874,139.69412441,home/departure/8,31,3,995,2
10469,35.68744382,139.72215273,home/departure/8,11,11,363,2
10470,35.723017,139.75415,food/Chinese Restaurant/3,23,19,755,1
10471,35.69774334,139.77222249,shops/Internet Cafe/,15,24,504,1
10472,35.65151468,139.69346172,home/departure/8,0,3,3,2
10473,35.66894835,139.68954474,Food/Coffee Shop/3,6,2,194,1
10474,35.65322456,139.7318073,home/departure/8,1,13,45,2
10475,35.68694289,139.76544321,building/Building/7,11,22,374,1
10476,35.73333649,139.79910883,Arts & Entertainment/Historic Site/4,26,31,863,1
10477,35.66911495,139.68724332,home/arrival/8,6,1,193,1
10478,35.69849051,139.77543437,food/Restaurant/3,15,25,505,2
10479,35.65837315,139.69699814,food/Fried Chicken Joint/,2,4,68,1
10480,35.69314004,139.70161099,food/Caf?/3,13,5,421,2
10481,35.69411353,139.71825696,home/departure/8,14,10,458,2
10482,35.73110698,139.70845163,food/American Restaurant/3,25,7,807,3
10483,35.65734984,139.73539537,home/departure/8,2,14,78,2
10484,35.73064975,139.7102972,food/Japanese Restaurant/3,25,8,808,1
10485,35.67684395,139.72876198,home/departure/8,8,13,269,1
10486,35.72984912,139.71112506,travel/Train Station/2,25,8,808,2
10487,35.70362133,139.76490281,home/departure/8,17,22,566,2
10488,35.65741289,139.69790559,food/Italian Restaurant/3,2,4,68,1
10489,35.70006863,139.74464062,home/departure/8,16,17,529,2
10490,35.71295983,139.76018404,education/University/6,20,21,661,4
10491,35.66089408,139.72712627,home/departure/8,3,12,108,2
10492,35.71219054,139.70518566,food/Japanese Restaurant/3,19,6,614,1
10493,35.70161533,139.68192844,home/departure/8,16,0,512,2
10494,35.72026111,139.77371451,home/departure/8,22,24,728,2
10495,35.71277998,139.7745457,arts_entertainment/Art Museum/4,20,25,665,15
10496,35.71513972,139.74565926,home/departure/8,20,17,657,2
10497,35.71088908,139.77333849,home/departure/8,19,24,632,2
10498,35.68502974,139.71602466,home/arrival/8,11,9,361,1
10499,35.67294306,139.73754855,home/departure/8,7,15,239,2
10500,35.69149279,139.69807512,food/Coffee Shop/3,13,4,420,1
10501,35.66531463,139.75415719,home/departure/8,4,19,147,2
10502,35.68687536,139.69315499,travel/Hotel/4,11,3,355,3
10503,35.69079343,139.70624782,nightlife/Bar/3,13,6,422,1
10504,35.74833886,139.73686477,home/arrival/8,31,15,1007,1
10505,35.68366195,139.74145621,food/Caf?/3,10,16,336,2
10506,35.65370949,139.77143489,home/departure/8,1,24,56,1
10507,35.66618366,139.75568801,food/BBQ Joint/3,5,20,180,1
10508,35.6933455,139.797531,shops/Grocery or Supermarkets/5,13,31,447,1
10509,35.65757977,139.71561135,home/arrival/8,2,9,73,1
10510,35.65416183,139.76441753,home/departure/8,1,22,54,2
10511,35.67399703,139.76566968,shops/Boutique/1,7,22,246,1
10512,35.66419365,139.73149629,home/arrival/8,4,13,141,1
10513,35.66310617,139.73401845,nightlife/Nightclub/3,4,14,142,1
10514,35.65766664,139.71105566,home/departure/8,2,8,72,2
10515,35.69161789,139.77068424,Travel & Transport/Platform/2,13,24,440,2
10516,35.71357731,139.77657767,travel/Train Station/2,20,25,665,2
10517,35.67676692,139.69383545,home/departure/8,8,3,259,2
10518,35.7084552,139.76938605,food/Ramen or Noodle House/3,18,23,599,2
10519,35.71181119,139.75346373,home/departure/8,19,19,627,2
10520,35.701081,139.739447,food/Asian Restaurant/3,16,15,527,1
10521,35.72658128,139.69521224,Food/Dessert Shop/5,24,4,772,1
10522,35.72649962,139.69463289,travel/Train Station/2,24,3,771,8
10523,35.74856925,139.73607723,home/departure/8,31,14,1006,2
10524,35.661563,139.729617,food/Caf?/3,3,13,109,1
10525,35.66179865,139.73637342,nightlife/Sports Bar/3,3,15,111,2
10526,35.66236377,139.73401553,nightlife/Pub/3,3,14,110,2
10527,35.74843662,139.76979375,travel/Light Rail/2,31,23,1015,4
10528,35.711846,139.796771,food/Japanese Restaurant/3,19,31,639,1
10529,35.70078245,139.68763338,home/departure/8,16,2,514,2
10530,35.720325,139.714838,food/Caf?/3,22,9,713,1
10531,35.65704036,139.68481889,home/departure/8,2,1,65,2
10532,35.68988386,139.7098504,food/Fast Food Restaurant/3,12,7,391,1
10533,35.71606494,139.76572381,home/departure/8,21,22,694,1
10534,35.68994486,139.70154226,shops/Mall/1,12,5,389,3
10535,35.69734688,139.73160086,education/College Classroom/6,15,13,493,1
10536,35.70003126,139.78793922,home/departure/8,16,28,540,2
10537,35.688889,139.697578,food/Seafood Restaurant/3,12,4,388,4
10538,35.66618146,139.7069357,home/departure/8,5,7,167,2
10539,35.66686752,139.71026577,home/departure/8,5,8,168,2
10540,35.67157512,139.76389021,shops/Boutique/1,6,22,214,3
10541,35.659133,139.701002,travel/Train Station/2,2,5,69,1
10542,35.6513788,139.69192801,home/departure/8,0,3,3,2
10543,35.67909908,139.76350672,home/departure/8,9,22,310,2
10544,35.68931746,139.70273852,food/Japanese Restaurant/3,12,6,390,2
10545,35.67969676,139.76254106,food/Pizza Place/3,9,22,310,1
10546,35.67730339,139.76372525,arts_entertainment/Art Museum/4,8,22,278,1
10547,35.69864839,139.77632359,nightlife/Bar/3,15,25,505,2
10548,35.68158788,139.76860821,building/Building/7,10,23,343,1
10549,35.67694587,139.74899114,home/departure/8,8,18,274,2
10550,35.72929978,139.71246958,shops/Miscellaneous Shop/1,25,8,808,3
10551,35.70708497,139.78889458,home/departure/8,18,29,605,2
10552,35.6973145,139.68951704,arts_entertainment/Dance Studio/,15,2,482,2
10553,35.65094217,139.78537605,home/departure/8,0,28,28,2
10554,35.71286018,139.69415033,home/departure/8,20,3,643,2
